passenger_id,survived,passenger_class,sex,age,siblings_spouses,parents_children,fare,embarked_c,embarked_q,embarked_s
298,0,1,1,-2.199637535429751,0.8102200324595066,0.0,2.0316232164746784,0,0,1
299,1,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.3152489688521941,0,0,1
300,1,1,1,1.73727319525875,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
301,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
302,1,3,0,-0.08613809053381893,2.222952026434889,0.0,-0.03892566612842342,0,1,0
303,0,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
304,1,2,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.5714089104441106,0,1,0
305,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
306,1,1,0,-2.199637535429751,0.8102200324595066,0.0,2.0316232164746784,0,0,1
307,1,1,1,-0.08613809053381893,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
308,1,1,1,-0.9978437334301034,0.8102200324595066,0.0,2.0316232164746784,1,0,0
309,0,2,0,0.07962657181096006,0.8102200324595066,0.0,-0.002286910785600916,1,0,0
310,1,1,1,0.07962657181096006,-0.6025119615158758,0.0,1.6063596257942268,1,0,0
311,1,1,1,-0.4176674152233769,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
312,1,1,1,-0.9149614022577138,2.222952026434889,0.0,2.0316232164746784,1,0,0
313,0,2,1,-0.2519027528785979,0.8102200324595066,0.0,0.0954164367952591,0,0,1
314,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
315,0,2,0,1.1570968770520236,0.8102200324595066,0.0,0.1076293552428666,0,0,1
316,1,3,1,-0.2519027528785979,-0.6025119615158758,0.0,-0.7910362654711258,0,0,1
317,1,2,1,-0.4176674152233769,0.8102200324595066,0.0,0.0954164367952591,0,0,1
318,0,2,0,2.0688025199483078,-0.6025119615158758,0.0,-0.490803648689901,0,0,1
319,1,1,1,0.16250890298334955,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
320,1,1,1,0.908449883534855,0.8102200324595066,0.0,2.0316232164746784,1,0,0
321,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
322,0,3,0,-0.16902042170620843,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
323,1,2,1,0.07962657181096006,-0.6025119615158758,0.0,-0.5714089104441106,0,1,0
324,1,2,1,-0.5834320775681558,0.8102200324595066,0.0,0.24197145816654914,0,0,1
325,0,3,0,-0.08613809053381893,2.9293180234225806,0.0,2.0316232164746784,0,0,1
326,1,1,1,0.576920558845297,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
327,0,3,0,2.1102436855345026,-0.6025119615158758,0.0,-0.8700147664881139,0,0,1
328,1,2,1,0.576920558845297,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
329,1,3,1,0.16250890298334955,0.8102200324595066,0.0,-0.17204647720734526,0,0,1
330,1,1,1,-1.0807260646024928,-0.6025119615158758,0.0,1.6576538832741783,1,0,0
331,1,3,1,-0.08613809053381893,2.222952026434889,0.0,-0.03892566612842342,0,1,0
332,0,1,0,1.3643027049829972,-0.6025119615158758,0.0,0.21754562127133412,0,0,1
333,0,1,0,0.742685221190076,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
334,0,3,0,-1.0807260646024928,2.222952026434889,0.0,-0.29539695352818096,0,0,1
335,1,1,1,-0.08613809053381893,0.8102200324595066,0.0,2.0316232164746784,0,0,1
336,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
337,0,1,0,-0.003255759361429436,0.8102200324595066,0.0,2.0316232164746784,0,0,1
338,1,1,1,0.9913322147072445,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
339,1,3,0,1.3228615393968024,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
340,0,1,0,1.3228615393968024,-0.6025119615158758,0.0,0.5595073378043441,0,0,1
341,1,2,0,-2.199637535429751,0.8102200324595066,0.0,0.0954164367952591,0,0,1
342,1,1,1,-0.4176674152233769,2.9293180234225806,0.0,2.0316232164746784,0,0,1
343,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
344,0,2,0,-0.3347850840509874,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
345,0,2,0,0.576920558845297,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
346,1,2,1,-0.4176674152233769,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
347,1,2,1,0.908449883534855,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
348,1,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.3882151337299979,0,0,1
349,1,3,0,-2.1581963698435565,0.8102200324595066,0.0,-0.39798546848808397,0,0,1
350,0,3,0,1.074214545879634,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
351,0,3,0,-0.5005497463957664,-0.6025119615158758,0.0,-0.7240703910392043,0,0,1
352,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.5350815009091292,0,0,1
353,0,3,0,-1.1636083957748824,0.8102200324595066,0.0,-0.8215685615901446,1,0,0
354,0,3,0,-0.3347850840509874,0.8102200324595066,0.0,-0.30516728828626694,0,0,1
355,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8217737386200644,1,0,0
356,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.710636180746836,0,0,1
357,1,1,1,-0.5834320775681558,-0.6025119615158758,0.0,1.5121149767177293,0,0,1
358,0,2,1,0.742685221190076,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
359,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.789814973626365,0,1,0
360,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.789814973626365,0,1,0
361,0,3,0,0.908449883534855,0.8102200324595066,0.0,0.18823461699707605,0,0,1
362,0,2,0,-0.003255759361429436,0.8102200324595066,0.0,0.1794803970538311,1,0,0
363,0,3,1,1.3228615393968024,-0.6025119615158758,0.0,-0.46861521845428766,1,0,0
364,0,3,0,0.4940382276729075,-0.6025119615158758,0.0,-0.8303227815333896,0,0,1
365,0,3,0,-0.08613809053381893,0.8102200324595066,0.0,-0.417526138004256,0,1,0
366,0,3,0,0.07962657181096006,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
367,1,1,1,2.1102436855345026,0.8102200324595066,0.0,2.0316232164746784,1,0,0
368,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.8215685615901446,1,0,0
369,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
370,1,1,1,-0.4176674152233769,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
371,1,1,0,-0.3347850840509874,0.8102200324595066,0.0,1.533692761030962,1,0,0
372,0,3,0,-0.9149614022577138,0.8102200324595066,0.0,-0.8573963791480459,0,0,1
373,0,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
374,0,1,0,-0.5834320775681558,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
375,0,3,1,-2.1581963698435565,2.9293180234225806,0.0,-0.14517805662260871,0,0,1
376,1,1,1,-0.08613809053381893,0.8102200324595066,0.0,2.0316232164746784,1,0,0
377,1,3,1,-0.5834320775681558,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
378,0,1,0,-0.16902042170620843,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
379,0,3,0,-0.7491967399129349,-0.6025119615158758,0.0,-0.9787097406718207,1,0,0
380,0,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
381,1,1,1,1.074214545879634,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
382,1,3,1,-2.199637535429751,-0.6025119615158758,0.0,-0.4057186884491091,1,0,0
383,0,3,0,0.24539123415573905,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
384,1,1,1,0.4940382276729075,0.8102200324595066,0.0,1.3655599553464393,0,0,1
385,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
386,0,2,0,-0.9149614022577138,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
387,0,3,0,-2.199637535429751,2.9293180234225806,0.0,1.1164164190152461,0,0,1
388,1,2,1,0.576920558845297,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
389,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7971427246949295,0,1,0
390,1,2,1,-0.9978437334301034,-0.6025119615158758,0.0,-0.588506996270761,1,0,0
391,1,1,0,0.576920558845297,0.8102200324595066,0.0,2.0316232164746784,0,0,1
392,1,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.7938892032204868,0,0,1
393,0,3,0,-0.08613809053381893,2.222952026434889,0.0,-0.7875775669667633,0,0,1
394,1,1,1,-0.5005497463957664,0.8102200324595066,0.0,2.0316232164746784,1,0,0
395,1,3,1,-0.4176674152233769,-0.6025119615158758,0.0,-0.35890412945574,0,0,1
396,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.7938892032204868,0,0,1
397,0,3,1,0.16250890298334955,-0.6025119615158758,0.0,-0.7910362654711258,0,0,1
398,0,2,0,1.405743870569192,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
399,0,2,0,-0.5005497463957664,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
400,1,2,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.5567534083069815,0,0,1
401,1,3,0,0.8255675523624655,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
402,0,3,0,-0.2519027528785979,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
403,0,3,1,-0.6663144087405454,0.8102200324595066,0.0,-0.6947593867649463,0,0,1
404,0,3,0,-0.08613809053381893,0.8102200324595066,0.0,-0.4004280521776055,0,0,1
405,0,3,1,-0.7491967399129349,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
406,0,2,0,0.41115589650051804,0.8102200324595066,0.0,-0.14884193215689093,0,0,1
407,0,3,0,1.8201555264311393,-0.6025119615158758,0.0,-0.7961266098800885,0,0,1
408,1,2,0,-2.1581963698435565,0.8102200324595066,0.0,-0.25875819818535845,0,0,1
409,0,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
410,0,3,1,-0.08613809053381893,2.9293180234225806,0.0,0.06936383916282275,0,0,1
411,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
412,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.839687647399015,0,1,0
413,1,1,1,0.3282735653281285,0.8102200324595066,0.0,2.0316232164746784,0,1,0
414,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
415,1,3,0,1.239979208224413,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
416,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
417,1,2,1,0.41115589650051804,0.8102200324595066,0.0,0.41295231643305413,0,0,1
418,1,2,1,-0.9149614022577138,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
419,0,2,0,0.07962657181096006,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
420,0,3,1,-1.57802005163683,-0.6025119615158758,0.0,0.005040840282963516,0,0,1
421,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7890040358414437,1,0,0
422,0,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.7969424328323887,0,1,0
423,0,3,0,-0.003255759361429436,-0.6025119615158758,0.0,-0.7900201506562848,0,0,1
424,0,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.471262979173729,0,0,1
425,0,3,0,-0.9149614022577138,0.8102200324595066,0.0,-0.18731262526685463,0,0,1
426,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
427,1,2,1,-0.08613809053381893,0.8102200324595066,0.0,0.0954164367952591,0,0,1
428,1,2,1,-0.8320790710853244,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
429,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
430,1,3,0,0.24539123415573905,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
431,1,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
432,1,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.3882151337299979,0,0,1
433,1,2,1,1.074214545879634,0.8102200324595066,0.0,0.0954164367952591,0,0,1
434,0,3,0,-0.9978437334301034,-0.6025119615158758,0.0,-0.8266589059991073,0,0,1
435,0,1,0,1.73727319525875,0.8102200324595066,0.0,1.5560814831291163,0,0,1
436,1,1,1,-1.2464907269472718,0.8102200324595066,0.0,2.0316232164746784,0,0,1
437,0,3,1,-0.6663144087405454,2.222952026434889,0.0,0.5045492047901105,0,0,1
438,1,2,1,-0.4176674152233769,2.222952026434889,0.0,-0.25875819818535845,0,0,1
439,0,1,0,2.1102436855345026,0.8102200324595066,0.0,2.0316232164746784,0,0,1
440,0,2,0,0.16250890298334955,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
441,1,2,1,1.3228615393968024,0.8102200324595066,0.0,0.1076293552428666,0,0,1
442,0,3,0,-0.7491967399129349,-0.6025119615158758,0.0,-0.710636180746836,0,0,1
443,0,3,0,-0.3347850840509874,0.8102200324595066,0.0,-0.7949053180353277,0,0,1
444,1,2,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
445,1,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7784178781310577,0,0,1
446,1,1,0,-2.075314038671167,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
447,1,2,1,-1.3293730581196614,-0.6025119615158758,0.0,-0.22211944284253596,0,0,1
448,1,1,0,0.41115589650051804,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
449,1,3,1,-1.9924317074987772,2.222952026434889,0.0,-0.23392689239768297,1,0,0
450,1,1,0,1.903037857603529,-0.6025119615158758,0.0,0.3152489688521941,0,0,1
451,0,2,0,0.576920558845297,0.8102200324595066,0.0,0.18090686592851163,0,0,1
452,0,3,0,-0.08613809053381893,0.8102200324595066,0.0,-0.19932036668454228,0,0,1
453,0,1,0,0.07962657181096006,-0.6025119615158758,0.0,0.18090686592851163,1,0,0
454,1,1,0,1.6543908640863605,0.8102200324595066,0.0,2.0316232164746784,1,0,0
455,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
456,1,3,0,-0.003255759361429436,-0.6025119615158758,0.0,-0.7890040358414437,1,0,0
457,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
458,1,1,1,-0.08613809053381893,0.8102200324595066,0.0,1.358842850200255,0,0,1
459,1,2,1,1.73727319525875,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
460,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
461,1,1,0,1.5715085329139709,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
462,0,3,0,0.41115589650051804,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
463,0,1,0,1.4886262017415814,-0.6025119615158758,0.0,0.7060623591756342,0,0,1
464,0,2,0,1.5715085329139709,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
465,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
466,0,3,0,0.742685221190076,-0.6025119615158758,0.0,-0.8303227815333896,0,0,1
467,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
468,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
469,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7973479017248494,0,1,0
470,1,3,1,-2.199637535429751,2.222952026434889,0.0,-0.23392689239768297,1,0,0
471,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
472,0,3,0,0.742685221190076,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
473,1,2,1,0.3282735653281285,0.8102200324595066,0.0,0.18090686592851163,0,0,1
474,1,2,1,-0.5005497463957664,-0.6025119615158758,0.0,-0.5009794523404475,1,0,0
475,0,3,1,-0.5834320775681558,-0.6025119615158758,0.0,-0.6941487408425658,0,0,1
476,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,1.3655599553464393,0,0,1
477,0,2,0,0.41115589650051804,0.8102200324595066,0.0,-0.14884193215689093,0,0,1
478,0,3,0,-0.003255759361429436,0.8102200324595066,0.0,-0.8305279585633094,0,0,1
479,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.8073234135128551,0,0,1
480,1,3,1,-2.199637535429751,-0.6025119615158758,0.0,-0.5744621400560124,0,0,1
481,0,3,0,-1.6609023828092193,2.9293180234225806,0.0,1.1164164190152461,0,0,1
482,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-1.1747270817559212,0,0,1
483,0,3,0,1.73727319525875,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
484,1,3,1,2.1102436855345026,-0.6025119615158758,0.0,-0.7063616592901734,0,0,1
485,1,1,0,-0.3347850840509874,0.8102200324595066,0.0,2.0316232164746784,1,0,0
486,0,3,1,-0.08613809053381893,2.9293180234225806,0.0,0.06936383916282275,0,0,1
487,1,1,1,0.4940382276729075,0.8102200324595066,0.0,2.0316232164746784,0,0,1
488,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.2761676298198501,1,0,0
489,0,3,0,0.07962657181096006,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
490,1,3,0,-1.6609023828092193,0.8102200324595066,0.0,-0.39798546848808397,0,0,1
491,0,3,0,-0.08613809053381893,0.8102200324595066,0.0,-0.19932036668454228,0,0,1
492,0,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
493,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.3152489688521941,0,0,1
494,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,1.2436359479002839,1,0,0
495,0,3,0,-0.6663144087405454,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
496,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.46841492659174694,1,0,0
497,1,1,1,2.0688025199483078,0.8102200324595066,0.0,2.0316232164746784,1,0,0
498,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.437066807520428,0,0,1
499,0,1,1,-0.3347850840509874,0.8102200324595066,0.0,2.0316232164746784,0,0,1
500,0,3,0,-0.4176674152233769,-0.6025119615158758,0.0,-0.7938892032204868,0,0,1
501,0,3,0,-0.9978437334301034,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
502,0,3,1,-0.6663144087405454,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
503,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.8020278920739724,0,1,0
504,0,3,1,0.6598028900176865,-0.6025119615158758,0.0,-0.7063616592901734,0,0,1
505,1,1,1,-1.0807260646024928,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
506,0,1,0,-0.9149614022577138,0.8102200324595066,0.0,2.0316232164746784,1,0,0
507,1,2,1,0.3282735653281285,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
508,1,1,0,-0.08613809053381893,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
509,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.07434312962648525,0,0,1
510,1,3,0,-0.2519027528785979,-0.6025119615158758,0.0,1.5851873103734548,0,0,1
511,1,3,0,-0.003255759361429436,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
512,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
513,1,1,0,0.576920558845297,-0.6025119615158758,0.0,0.1094612930100078,0,0,1
514,1,1,1,2.0688025199483078,0.8102200324595066,0.0,1.7270623413956212,1,0,0
515,0,3,0,-0.4176674152233769,-0.6025119615158758,0.0,-0.8085447053576159,0,0,1
516,0,1,0,1.4886262017415814,-0.6025119615158758,0.0,0.48724594193354015,0,0,1
517,1,2,1,0.41115589650051804,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
518,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,0.005040840282963516,0,1,0
519,1,2,1,0.576920558845297,0.8102200324595066,0.0,0.0954164367952591,0,0,1
520,0,3,0,0.24539123415573905,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
521,1,1,1,0.07962657181096006,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
522,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
523,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8217737386200644,1,0,0
524,1,1,1,1.239979208224413,-0.6025119615158758,0.0,1.6576538832741783,1,0,0
525,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8215685615901446,1,0,0
526,0,3,0,0.9498910491210497,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
527,1,2,1,1.73727319525875,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
528,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
529,0,3,0,0.8255675523624655,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
530,0,2,0,-0.5005497463957664,2.222952026434889,0.0,-0.612932833165976,0,0,1
531,1,2,1,-2.199637535429751,0.8102200324595066,0.0,0.0954164367952591,0,0,1
532,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8215685615901446,1,0,0
533,0,3,0,-0.9978437334301034,0.8102200324595066,0.0,-0.8215685615901446,1,0,0
534,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.08248670364734986,1,0,0
535,0,3,1,0.07962657181096006,-0.6025119615158758,0.0,-0.7515494575463212,0,0,1
536,1,2,1,-1.8266670451539984,-0.6025119615158758,0.0,0.1076293552428666,0,0,1
537,0,1,0,1.3228615393968024,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
538,1,1,1,0.07962657181096006,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
539,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.466377811794686,0,0,1
540,1,1,1,-0.5834320775681558,-0.6025119615158758,0.0,1.2434307708703642,1,0,0
541,1,1,1,0.576920558845297,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
542,0,3,1,-1.6609023828092193,2.9293180234225806,0.0,0.35310901603977735,0,0,1
543,0,3,1,-1.4951377204644403,2.9293180234225806,0.0,0.35310901603977735,0,0,1
544,1,2,0,0.24539123415573905,0.8102200324595066,0.0,0.0954164367952591,0,0,1
545,0,1,0,1.73727319525875,0.8102200324595066,0.0,2.0316232164746784,1,0,0
546,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
547,1,2,1,-0.8320790710853244,0.8102200324595066,0.0,0.0954164367952591,0,0,1
548,1,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.4975207538360851,1,0,0
549,0,3,0,0.3282735653281285,0.8102200324595066,0.0,-0.17204647720734526,0,0,1
550,1,2,0,-1.7437847139816087,0.8102200324595066,0.0,0.6205719300423816,0,0,1
551,1,1,0,-0.9978437334301034,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
552,0,2,0,-0.16902042170620843,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
553,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7922575573158865,0,1,0
554,1,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.8217737386200644,1,0,0
555,1,3,1,-0.5834320775681558,-0.6025119615158758,0.0,-0.7949053180353277,0,0,1
556,0,1,0,2.1102436855345026,-0.6025119615158758,0.0,0.12228485737999564,0,0,1
557,1,1,1,1.5715085329139709,0.8102200324595066,0.0,0.7597992003451073,1,0,0
558,0,1,0,-0.08613809053381893,-0.6025119615158758,0.0,2.0316232164746784,1,0,0
559,1,1,1,0.8255675523624655,0.8102200324595066,0.0,2.0316232164746784,0,0,1
560,1,3,1,0.576920558845297,0.8102200324595066,0.0,-0.32470795780243905,0,0,1
561,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
562,0,3,0,0.908449883534855,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
563,0,2,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.515229485585116,0,0,1
564,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
565,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
566,0,3,0,-0.4176674152233769,2.222952026434889,0.0,0.005040840282963516,0,0,1
567,0,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.7890040358414437,0,0,1
568,0,3,1,-0.003255759361429436,-0.6025119615158758,0.0,-0.14517805662260871,0,0,1
569,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.8215685615901446,1,0,0
570,1,3,0,0.24539123415573905,-0.6025119615158758,0.0,-0.7910362654711258,0,0,1
571,1,2,0,2.1102436855345026,-0.6025119615158758,0.0,-0.661784506956406,0,0,1
572,1,1,1,1.9859201887759184,2.222952026434889,0.0,1.3401180036363833,0,0,1
573,1,1,0,0.576920558845297,-0.6025119615158758,0.0,0.11434646038905069,0,0,1
574,1,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
575,0,3,0,-1.0807260646024928,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
576,0,3,0,-0.8320790710853244,-0.6025119615158758,0.0,-0.466377811794686,0,0,1
577,1,2,1,0.41115589650051804,-0.6025119615158758,0.0,-0.539655322480331,0,0,1
578,1,1,1,0.8255675523624655,0.8102200324595066,0.0,1.5560814831291163,0,0,1
579,0,3,1,-0.08613809053381893,0.8102200324595066,0.0,-0.46841492659174694,1,0,0
580,1,3,0,0.24539123415573905,-0.6025119615158758,0.0,-0.7875775669667633,0,0,1
581,1,2,1,-0.3347850840509874,0.8102200324595066,0.0,0.2908231319569791,0,0,1
582,1,1,1,0.8255675523624655,0.8102200324595066,0.0,2.0316232164746784,1,0,0
583,0,2,0,2.0688025199483078,-0.6025119615158758,0.0,0.0954164367952591,0,0,1
584,0,1,0,0.576920558845297,-0.6025119615158758,0.0,0.7854463290850829,1,0,0
585,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7491068738567996,1,0,0
586,1,1,1,-0.9149614022577138,-0.6025119615158758,0.0,2.0316232164746784,0,0,1
587,0,2,0,1.4886262017415814,-0.6025119615158758,0.0,-0.44195197489947097,0,0,1
588,1,1,0,2.1102436855345026,0.8102200324595066,0.0,2.0316232164746784,1,0,0
589,0,3,0,-0.5834320775681558,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
590,0,3,0,-0.08613809053381893,-0.6025119615158758,0.0,-0.7814711077429595,0,0,1
591,0,3,0,0.4940382276729075,-0.6025119615158758,0.0,-0.8266589059991073,0,0,1
592,1,1,1,1.903037857603529,0.8102200324595066,0.0,2.0316232164746784,1,0,0
593,0,3,0,1.4886262017415814,-0.6025119615158758,0.0,-0.8205524467753036,0,0,1
594,0,3,1,-0.08613809053381893,-0.6025119615158758,0.0,-0.7961266098800885,0,1,0
595,0,2,0,0.6598028900176865,0.8102200324595066,0.0,0.0954164367952591,0,0,1
596,0,3,0,0.576920558845297,0.8102200324595066,0.0,0.005040840282963516,0,0,1
